participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"33",1,1,1,110,Figure S111.png,"игривый","Интерес, радость, предвосхищение",2012,2026-07-08T07:46:32.075Z,"Мужской","28"
"33",1,2,1,2,Figure S3.png,"любящий","Тепло, нежность, лёгкая тревога",2198,2026-07-08T07:46:53.263Z,"Мужской","28"
"33",1,3,1,138,Figure S139.png,"угрожающий","Напряжение, настороженность, скованность",11095,2026-07-08T07:46:55.462Z,"Мужской","28"
"33",1,4,1,1,Figure S2.png,"обвиняющий","Беспокойство, вина, тревога",20339,2026-07-08T07:47:06.558Z,"Мужской","28"
"33",1,1,0,93,Figure S94.png,"еее","ааа",1837,2026-07-08T07:47:41.739Z,"Мужской","28"
"33",1,2,0,46,Figure S47.png,,,671,2026-07-08T07:47:43.578Z,"Мужской","28"
"33",1,3,0,51,Figure S52.png,,,667,2026-07-08T07:47:44.250Z,"Мужской","28"
"33",1,4,0,57,Figure S58.png,,,222,2026-07-08T07:47:44.918Z,"Мужской","28"
"33",1,5,0,103,Figure S104.png,,,468,2026-07-08T07:47:45.141Z,"Мужской","28"
"33",1,6,0,34,Figure S35.png,,,259,2026-07-08T07:47:45.610Z,"Мужской","28"
"33",1,7,0,11,Figure S12.png,,,243,2026-07-08T07:47:45.870Z,"Мужской","28"
"33",1,8,0,22,Figure S23.png,,,282,2026-07-08T07:47:46.114Z,"Мужской","28"
"33",1,9,0,104,Figure S105.png,,,255,2026-07-08T07:47:46.396Z,"Мужской","28"
"33",1,10,0,35,Figure S36.png,,,258,2026-07-08T07:47:46.653Z,"Мужской","28"
"33",1,11,0,50,Figure S51.png,,,237,2026-07-08T07:47:46.912Z,"Мужской","28"
"33",1,12,0,88,Figure S89.png,,,243,2026-07-08T07:47:47.149Z,"Мужской","28"
"33",1,13,0,95,Figure S96.png,,,600,2026-07-08T07:47:47.393Z,"Мужской","28"
"33",1,14,0,120,Figure S121.png,,,169,2026-07-08T07:47:47.996Z,"Мужской","28"
"33",1,15,0,53,Figure S54.png,,,448,2026-07-08T07:47:48.165Z,"Мужской","28"
"33",1,16,0,126,Figure S127.png,,,308,2026-07-08T07:47:48.615Z,"Мужской","28"
"33",1,17,0,141,Figure S142.png,,,324,2026-07-08T07:47:48.925Z,"Мужской","28"
"33",1,18,0,114,Figure S115.png,,,324,2026-07-08T07:47:49.250Z,"Мужской","28"
"33",1,19,0,121,Figure S122.png,,,3256,2026-07-08T07:47:49.575Z,"Мужской","28"
"33",1,20,0,52,Figure S53.png,,,939,2026-07-08T07:47:52.832Z,"Мужской","28"
"33",1,21,0,47,Figure S48.png,,,882,2026-07-08T07:47:53.773Z,"Мужской","28"
"33",1,22,0,140,Figure S141.png,,,1009,2026-07-08T07:47:54.655Z,"Мужской","28"
"33",1,23,0,18,Figure S19.png,,,1148,2026-07-08T07:47:55.665Z,"Мужской","28"
"33",1,24,0,129,Figure S130.png,,,5417,2026-07-08T07:47:56.815Z,"Мужской","28"
