participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"agent_1782728600935",1,1,1,0,Figure S1.png,"NNNN","NNNN",1917,2026-06-29T10:39:04.221Z,"Мужской","25"
"agent_1782728600935",1,2,1,1,Figure S2.png,"NNNN","NNNN",926,2026-06-29T10:39:06.140Z,"Мужской","25"
"agent_1782728600935",1,3,1,2,Figure S3.png,"NNNN","NNNN",914,2026-06-29T10:39:07.067Z,"Мужской","25"
"agent_1782728600935",1,1,0,84,Figure S85.png,"строгий","спокойствие",1142,2026-06-29T10:39:07.983Z,"Мужской","25"
"agent_1782728600935",1,2,0,54,Figure S55.png,"напряженный","уважение",1001,2026-06-29T10:39:09.127Z,"Мужской","25"
"agent_1782728600935",1,3,0,7,Figure S8.png,"усталый","симпатия",751,2026-06-29T10:39:10.129Z,"Мужской","25"
"agent_1782728600935",1,4,0,44,Figure S45.png,"усталый","напряжение",1023,2026-06-29T10:39:10.881Z,"Мужской","25"
"agent_1782728600935",1,5,0,125,Figure S126.png,"усталый","жалость",1075,2026-06-29T10:39:11.905Z,"Мужской","25"
"agent_1782728600935",1,6,0,126,Figure S127.png,"печальный","спокойствие",1212,2026-06-29T10:39:12.981Z,"Мужской","25"
"agent_1782728600935",1,7,0,110,Figure S111.png,"доброжелательный","любопытство",1057,2026-06-29T10:39:14.194Z,"Мужской","25"
"agent_1782728600935",1,8,0,128,Figure S129.png,"грустный","безразличие",1086,2026-06-29T10:39:15.251Z,"Мужской","25"
"agent_1782728600935",1,9,0,113,Figure S114.png,"усталый","интерес",1055,2026-06-29T10:39:16.338Z,"Мужской","25"
"agent_1782728600935",1,10,0,72,Figure S73.png,"грустный","симпатия",1022,2026-06-29T10:39:17.393Z,"Мужской","25"
"agent_1782728600935",1,11,0,94,Figure S95.png,"внимательный","опасение",1019,2026-06-29T10:39:18.416Z,"Мужской","25"
"agent_1782728600935",1,12,0,103,Figure S104.png,"высокомерный","опасение",1015,2026-06-29T10:39:19.435Z,"Мужской","25"
"agent_1782728600935",1,13,0,49,Figure S50.png,"внимательный","опасение",1008,2026-06-29T10:39:20.451Z,"Мужской","25"
"agent_1782728600935",1,14,0,87,Figure S88.png,"сердитый","тревога",1343,2026-06-29T10:39:21.460Z,"Мужской","25"
"agent_1782728600935",1,15,0,138,Figure S139.png,"напряженный","интерес",1023,2026-06-29T10:39:22.804Z,"Мужской","25"
"agent_1782728600935",1,16,0,39,Figure S40.png,"грустный","удивление",769,2026-06-29T10:39:23.828Z,"Мужской","25"
"agent_1782728600935",1,17,0,86,Figure S87.png,"спокойный","жалость",1007,2026-06-29T10:39:24.597Z,"Мужской","25"
"agent_1782728600935",1,18,0,45,Figure S46.png,"доброжелательный","симпатия",1034,2026-06-29T10:39:25.604Z,"Мужской","25"
"agent_1782728600935",1,19,0,133,Figure S134.png,"сердитый","спокойствие",1182,2026-06-29T10:39:26.639Z,"Мужской","25"
"agent_1782728600935",1,20,0,119,Figure S120.png,"спокойный","спокойствие",1328,2026-06-29T10:39:27.822Z,"Мужской","25"
"agent_1782728600935",1,21,0,108,Figure S109.png,"удивленный","безразличие",753,2026-06-29T10:39:29.151Z,"Мужской","25"
"agent_1782728600935",1,22,0,78,Figure S79.png,"растерянный","безразличие",785,2026-06-29T10:39:29.905Z,"Мужской","25"
"agent_1782728600935",1,23,0,131,Figure S132.png,"напряженный","интерес",1001,2026-06-29T10:39:30.691Z,"Мужской","25"
"agent_1782728600935",1,24,0,142,Figure S143.png,"задумчивый","любопытство",1080,2026-06-29T10:39:31.693Z,"Мужской","25"
