participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"agent_1782728600935",5,1,0,37,Figure S38.png,"печальный","тревога",1570,2026-06-29T10:52:19.252Z,"Мужской","25"
"agent_1782728600935",5,2,0,3,Figure S4.png,"уверенный","симпатия",1380,2026-06-29T10:52:20.835Z,"Мужской","25"
"agent_1782728600935",5,3,0,122,Figure S123.png,"удивленный","опасение",1255,2026-06-29T10:52:22.223Z,"Мужской","25"
"agent_1782728600935",5,4,0,120,Figure S121.png,"усталый","тревога",1045,2026-06-29T10:52:23.481Z,"Мужской","25"
"agent_1782728600935",5,5,0,68,Figure S69.png,"грустный","тревога",1463,2026-06-29T10:52:24.527Z,"Мужской","25"
"agent_1782728600935",5,6,0,55,Figure S56.png,"усталый","уважение",1197,2026-06-29T10:52:25.991Z,"Мужской","25"
"agent_1782728600935",5,7,0,70,Figure S71.png,"доброжелательный","жалость",1353,2026-06-29T10:52:27.190Z,"Мужской","25"
"agent_1782728600935",5,8,0,141,Figure S142.png,"усталый","жалость",1370,2026-06-29T10:52:28.545Z,"Мужской","25"
"agent_1782728600935",5,9,0,107,Figure S108.png,"высокомерный","симпатия",1365,2026-06-29T10:52:29.916Z,"Мужской","25"
"agent_1782728600935",5,10,0,22,Figure S23.png,"высокомерный","интерес",1248,2026-06-29T10:52:31.283Z,"Мужской","25"
"agent_1782728600935",5,11,0,9,Figure S10.png,"печальный","уважение",1144,2026-06-29T10:52:32.532Z,"Мужской","25"
"agent_1782728600935",5,12,0,4,Figure S5.png,"сердитый","уважение",1371,2026-06-29T10:52:33.677Z,"Мужской","25"
"agent_1782728600935",5,13,0,25,Figure S26.png,"задумчивый","интерес",1364,2026-06-29T10:52:35.049Z,"Мужской","25"
"agent_1782728600935",5,14,0,20,Figure S21.png,"удивленный","уважение",1465,2026-06-29T10:52:36.414Z,"Мужской","25"
"agent_1782728600935",5,15,0,11,Figure S12.png,"печальный","спокойствие",1283,2026-06-29T10:52:37.881Z,"Мужской","25"
"agent_1782728600935",5,16,0,105,Figure S106.png,"растерянный","сопереживание",963,2026-06-29T10:52:39.165Z,"Мужской","25"
"agent_1782728600935",5,17,0,1,Figure S2.png,"сердитый","безразличие",1079,2026-06-29T10:52:40.130Z,"Мужской","25"
"agent_1782728600935",5,18,0,41,Figure S42.png,"испуганный","напряжение",1107,2026-06-29T10:52:41.210Z,"Мужской","25"
"agent_1782728600935",5,19,0,66,Figure S67.png,"усталый","удивление",1037,2026-06-29T10:52:42.318Z,"Мужской","25"
"agent_1782728600935",5,20,0,74,Figure S75.png,"задумчивый","уважение",1132,2026-06-29T10:52:43.357Z,"Мужской","25"
"agent_1782728600935",5,21,0,112,Figure S113.png,"спокойный","напряжение",1528,2026-06-29T10:52:44.491Z,"Мужской","25"
"agent_1782728600935",5,22,0,31,Figure S32.png,"задумчивый","жалость",1086,2026-06-29T10:52:46.021Z,"Мужской","25"
"agent_1782728600935",5,23,0,18,Figure S19.png,"высокомерный","интерес",1062,2026-06-29T10:52:47.108Z,"Мужской","25"
"agent_1782728600935",5,24,0,12,Figure S13.png,"печальный","жалость",1057,2026-06-29T10:52:48.172Z,"Мужской","25"
