participant_id,session,trial_sequence,is_practice,global_stim_idx,stim_file,response_adjective,response_feelings,rt_ms,onset_iso,gender,age
"Lana",3,1,0,2,Figure S3.png,"трогательный","интерес",44827,2026-09-04T17:34:46.585Z,"Женский","42"
"Lana",3,2,0,13,Figure S14.png,"осуждающий","протест, защитные реакции, злость",32352,2026-09-04T17:35:31.413Z,"Женский","42"
"Lana",3,3,0,81,Figure S82.png,"удивленный","интерес",15454,2026-09-04T17:36:03.765Z,"Женский","42"
"Lana",3,4,0,101,Figure S102.png,"ужаснувшийся","испуг, брезгливость",21792,2026-09-04T17:36:19.220Z,"Женский","42"
"Lana",3,5,0,35,Figure S36.png,"сочувствующий","печаль, интерес",20903,2026-09-04T17:36:41.012Z,"Женский","42"
"Lana",3,6,0,99,Figure S100.png,"испуганный","ужас, испуг",22305,2026-09-04T17:37:01.917Z,"Женский","42"
"Lana",3,7,0,126,Figure S127.png,"злой","вина",19087,2026-09-04T17:37:24.222Z,"Женский","42"
"Lana",3,8,0,75,Figure S76.png,"восторженный","интерес, радость",14429,2026-09-04T17:37:43.310Z,"Женский","42"
"Lana",3,9,0,63,Figure S64.png,"сострадательный","интерес",70217,2026-09-04T17:37:57.740Z,"Женский","42"
"Lana",3,10,0,107,Figure S108.png,"удивленный","интерес, радость",327031,2026-09-04T17:39:07.958Z,"Женский","42"
"Lana",3,11,0,106,Figure S107.png,"нахмуренный","страх, интерес, брезгливость",52555,2026-09-04T17:44:34.990Z,"Женский","42"
"Lana",3,12,0,36,Figure S37.png,"ухмыляющийся","ухмылка, интерес",21945,2026-09-04T17:45:27.545Z,"Женский","42"
"Lana",3,13,0,78,Figure S79.png,"задумчивый","интерес",33768,2026-09-04T17:45:49.490Z,"Женский","42"
"Lana",3,14,0,98,Figure S99.png,"шокированный","испуг, удивление, страх",33115,2026-09-04T17:46:23.260Z,"Женский","42"
"Lana",3,15,0,80,Figure S81.png,"осуждающий","отторжение",74166,2026-09-04T17:46:56.375Z,"Женский","42"
"Lana",3,16,0,128,Figure S129.png,"вдумчивый","интерес, любопытство",81633,2026-09-04T17:48:10.541Z,"Женский","42"
"Lana",3,17,0,11,Figure S12.png,"испуганный","удивление",32837,2026-09-04T17:49:32.174Z,"Женский","42"
"Lana",3,18,0,48,Figure S49.png,"довольный","интерес",23258,2026-09-04T17:50:05.013Z,"Женский","42"
"Lana",3,19,0,17,Figure S18.png,"счастливый","радость, теплота",23222,2026-09-04T17:50:28.272Z,"Женский","42"
"Lana",3,20,0,116,Figure S117.png,"высокомерный","никакие",29143,2026-09-04T17:50:51.494Z,"Женский","42"
"Lana",3,21,0,132,Figure S133.png,"испуганно-молящий","желание спасти",22192,2026-09-04T17:51:20.638Z,"Женский","42"
"Lana",3,22,0,0,Figure S1.png,"подозрительный","подозрение",36212,2026-09-04T17:51:42.830Z,"Женский","42"
"Lana",3,23,0,42,Figure S43.png,"обычный","спокойствие, пауза",20132,2026-09-04T17:52:19.042Z,"Женский","42"
"Lana",3,24,0,7,Figure S8.png,"любопытный","интерес",19882,2026-09-04T17:52:39.175Z,"Женский","42"
